"epsilon","zeta","nu_short[1]","nu_short[2]","nu_short[3]","nu_short[4]","nu_short[5]","nu_short[6]","nu_short[7]","nu_short[8]","nu_short[9]","nu_short[10]","inoculum","beta_short[1]","beta_short[2]","beta_short[3]","r","alpha","gamma","x0","k0","x1","k1","x2","k2","x3","k3","x4","k4","u1","u2","u3","u4"
0.0586847,0.79198,0.000581663,0.000502998,0.000722427,0.00132899,0.00189273,0.00252677,0.00480934,0.0094479,0.0208917,0.0657966,9.0789e-05,0.480173,0.898433,1,44.5687,0.337481,0.307917,28.9795,0.827093,62.5688,3.19232,178.745,0.385715,259.843,0.355515,296.637,0.929022,0.22715,0.424404,0.224358,0.432957
0.0580629,0.823262,0.000547278,0.000442202,0.000853048,0.00137905,0.00179031,0.00238414,0.00453479,0.00803768,0.017267,0.0532677,7.76196e-05,0.401076,0.828376,1,59.8384,0.400092,0.277981,28.3896,1.07041,66.1048,0.811711,178.611,2.67151,258.902,0.931853,299.23,1.12888,0.202913,0.392909,0.210712,0.400204
0.062162,0.786239,0.000496995,0.000395519,0.000760952,0.00137236,0.00191149,0.00253041,0.00473116,0.00945564,0.0207509,0.0659996,5.57436e-05,0.495906,0.944473,1,42.4052,0.382016,0.324184,27.373,0.338437,61.5193,1.9352,178.758,0.581433,261.67,0.821837,297.517,1.70907,0.193961,0.370939,0.200253,0.391508
0.0620579,0.859195,0.000519752,0.000517182,0.000643317,0.00138075,0.0019361,0.00246048,0.00463541,0.00979107,0.0213598,0.0678745,4.91054e-05,0.543586,0.944263,1,49.4764,0.429925,0.332983,26.1976,0.379677,65.7574,2.84238,177.284,2.90266,259.531,0.875428,296.777,0.939783,0.170141,0.343273,0.184737,0.37284
0.0628503,0.804044,0.000494806,0.000380598,0.000638993,0.00130864,0.00185535,0.00234806,0.00442236,0.00909837,0.0205178,0.0641627,4.71095e-05,0.538903,0.960513,1,49.3794,0.391802,0.327112,26.7488,0.356435,66.2184,3.69283,178.036,1.63694,260.763,1.23672,298.466,0.87574,0.172412,0.336081,0.189072,0.359965
0.0499368,0.767701,0.000356999,0.000360586,0.000647311,0.0015919,0.00202387,0.00292278,0.00546247,0.0113149,0.0261353,0.0875903,7.60789e-05,0.635583,0.921772,1,62.8916,0.34244,0.267931,28.8042,0.867173,64.3015,0.31076,179.579,1.24808,259.599,0.281683,297.236,2.30792,0.212145,0.402537,0.186757,0.392677
0.0488018,0.825314,0.000289555,0.000213193,0.000356251,0.000975317,0.00144483,0.0018833,0.00355355,0.00798885,0.0172221,0.0566253,9.05363e-05,0.744969,0.994764,1,54.6446,0.374601,0.289594,28.1473,2.56838,63.3495,0.266808,181.237,1.49782,260.064,2.0305,296.004,0.977596,0.203154,0.399479,0.215779,0.421779
0.0453064,0.861644,0.000229049,0.000246223,0.000483542,0.00121324,0.00152025,0.00214088,0.00395092,0.00843956,0.0192569,0.0600081,0.000106863,0.649227,0.936704,1,63.9543,0.392597,0.260002,28.6969,2.3042,67.3106,0.364765,177.146,2.28064,259.489,0.617282,296.714,1.2086,0.203956,0.409351,0.206077,0.396719
0.0496019,0.785564,0.000361069,0.00036787,0.000666953,0.00121168,0.00153939,0.00208845,0.00402976,0.00889582,0.0191369,0.0644401,6.22448e-05,0.536084,0.99469,1,46.1445,0.440922,0.277479,28.6401,0.569897,62.2474,0.405034,182.801,0.32863,258.589,0.4415,296.79,0.86998,0.214799,0.404748,0.222446,0.404709
0.0593248,0.786994,0.000585752,0.000360005,0.000748362,0.00126384,0.00162034,0.00225193,0.00421352,0.00868331,0.0189772,0.0622365,7.71486e-05,0.47757,0.958862,1,58.8503,0.397917,0.323755,27.9277,0.275604,62.3493,2.22659,177.967,1.20643,259.489,0.754472,298.807,1.28216,0.224329,0.410265,0.249109,0.444088
0.0470929,0.765543,0.000412657,0.000399795,0.000614758,0.000936199,0.00138906,0.00185306,0.003409,0.00690524,0.0149001,0.0511237,0.000108217,0.457451,0.960405,1,40.9956,0.350803,0.242525,28.7349,3.36842,66.1907,2.06777,179.925,0.699796,259.06,0.35756,297.82,0.34618,0.196011,0.398706,0.194968,0.420074
0.0481411,0.708567,0.000526841,0.00036617,0.000656253,0.00104999,0.00136692,0.0018325,0.00358013,0.00764656,0.0169081,0.0542878,0.000119814,0.472879,0.984597,1,45.3321,0.294207,0.244009,28.7024,3.18017,65.2403,1.07531,178.998,1.14734,257.616,0.643929,300.765,0.784832,0.197496,0.395676,0.207442,0.418632
0.056697,0.811439,0.000404273,0.000415155,0.000624279,0.00110779,0.00154444,0.00205653,0.00400536,0.00781193,0.0172189,0.0549678,6.98255e-05,0.486865,0.943694,1,60.84,0.39134,0.29622,27.6838,1.79441,63.9978,0.897314,180.221,2.31894,258.167,0.90719,298.55,1.54095,0.187471,0.378123,0.212504,0.395767
0.0541907,0.789697,0.000461438,0.00036713,0.000591503,0.00116173,0.00167775,0.00229937,0.00424488,0.00790155,0.0167733,0.0545811,8.22796e-05,0.517741,0.861389,1,42.7056,0.370582,0.263454,27.9932,0.852169,66.9681,1.94148,178.673,0.48082,260.597,0.344927,297.648,0.480184,0.188192,0.378549,0.171701,0.393212
0.0676974,0.778107,0.0011187,0.000918678,0.00126735,0.00131179,0.00193406,0.002601,0.00468103,0.00872854,0.0184264,0.0580517,7.18724e-05,0.278402,0.840771,1,69.9537,0.339649,0.311134,28.6364,1.47848,62.1924,1.27794,177.871,3.66211,260.356,1.3381,297.42,0.688876,0.203238,0.396462,0.20737,0.402283
0.0660273,0.754002,0.00102242,0.000968964,0.00153619,0.00133687,0.00196324,0.00250888,0.00487309,0.00863352,0.0186182,0.0593005,7.26439e-05,0.274386,0.851662,1,64.9846,0.333624,0.301765,28.507,1.42885,62.4111,0.953192,178.006,3.87017,259.791,0.513122,297.741,0.815192,0.20677,0.394659,0.212511,0.392731
0.0463209,0.792627,0.000340343,0.000216488,0.000424352,0.000864838,0.0013362,0.00178112,0.00310469,0.00692982,0.0154551,0.0489023,9.25773e-05,0.57254,0.978702,1,83.5896,0.413035,0.257889,28.8254,0.822675,63.508,1.33923,180.129,1.17548,260.666,0.367777,297.594,0.435918,0.209202,0.410561,0.216448,0.446291
0.0568078,0.673278,0.000458313,0.000421196,0.000721876,0.00108959,0.001431,0.00189937,0.00350774,0.00734953,0.0163738,0.0504598,9.01868e-05,0.398661,0.950255,1,47.719,0.302116,0.268564,28.4841,2.09195,62.9923,1.3055,178.599,1.97663,259.603,1.35381,297.76,0.798023,0.19963,0.3839,0.199229,0.411842
0.0651531,0.681586,0.000508842,0.000559734,0.000730768,0.00115091,0.00168721,0.00232535,0.00416623,0.00846337,0.0184899,0.0604972,9.61406e-05,0.407652,0.919832,1,65.6031,0.265598,0.305111,28.2305,2.5369,62.11,1.99285,176.938,1.97135,261.911,0.893098,297.864,1.35862,0.201856,0.385176,0.193152,0.406906
0.0628677,0.821007,0.000518681,0.000337843,0.000729518,0.00138815,0.00192225,0.0026116,0.00474025,0.00922279,0.0207656,0.0651147,7.7288e-05,0.502227,0.894562,1,59.995,0.325636,0.321752,28.2703,1.19424,64.8689,1.0072,178.613,1.01984,258.615,1.02451,296.58,1.47245,0.190631,0.3852,0.20735,0.362488
0.0617703,0.702305,0.000798045,0.000813358,0.00157781,0.00104841,0.00146063,0.00196597,0.00360902,0.00730057,0.016206,0.0506345,8.37474e-05,0.228679,0.978319,1,50.5144,0.306167,0.28888,27.6685,0.619689,64.2753,2.00721,179.926,1.05584,260.312,0.278133,294.922,0.7965,0.183274,0.377819,0.177564,0.387012
0.0552747,0.684928,0.000470146,0.000378304,0.000580815,0.000848857,0.00127602,0.00167606,0.00316924,0.00652895,0.0142003,0.0457716,7.57135e-05,0.448006,0.979426,1,87.2659,0.360915,0.268287,27.3879,0.363995,63.0828,1.13611,178.879,2.2548,262.214,0.269044,296.68,0.683282,0.191664,0.36665,0.192697,0.406429
0.0528651,0.797308,0.000433453,0.000444335,0.000623403,0.00111202,0.00148912,0.00205425,0.00393043,0.00816791,0.0185782,0.0604374,8.88688e-05,0.500271,0.994898,1,71.4227,0.338785,0.290528,28.8208,1.00402,64.1704,3.3939,178.055,0.976562,259.604,2.77604,296.821,2.0443,0.197867,0.397722,0.211626,0.417463
0.0545013,0.821382,0.00047539,0.000482634,0.000773476,0.00116734,0.00165438,0.00221382,0.00400889,0.00868668,0.0189328,0.0609219,7.66872e-05,0.44809,0.99362,1,38.4028,0.368279,0.300232,28.3263,1.00412,62.7409,1.2568,178.756,1.67433,260.835,0.622136,298.375,0.485664,0.192697,0.39557,0.196743,0.427924
0.0547356,0.82303,0.000410422,0.000550371,0.000794106,0.0012892,0.00171704,0.0023575,0.00443258,0.00909467,0.0198996,0.0658974,8.99996e-05,0.473173,0.989828,1,38.5941,0.344769,0.302418,28.0346,2.17437,63.8746,1.51995,178.619,0.751362,260.522,0.343846,298.656,0.407532,0.193674,0.400743,0.188337,0.439359
0.0503892,0.678033,0.000513111,0.000474583,0.000694274,0.000818734,0.00102513,0.00146524,0.00271289,0.00544615,0.0118238,0.0372474,0.000135993,0.301639,0.972213,1,81.4164,0.330601,0.240299,27.8836,0.58492,62.6346,1.54174,179.887,0.736276,259.552,1.01248,297.964,1.31997,0.205988,0.405518,0.230648,0.429454
0.0503173,0.721351,0.000415218,0.000340387,0.000562691,0.000796107,0.00118334,0.00147568,0.00282425,0.00544095,0.0120211,0.0374502,0.000104648,0.374173,0.91363,1,88.2483,0.388542,0.243725,28.955,0.543198,62.5474,0.989103,178.588,0.624792,258.911,2.32,297.786,1.42214,0.213561,0.417103,0.237225,0.451114
0.0572801,0.806969,0.000590344,0.000381184,0.000734159,0.00123573,0.00184325,0.00245956,0.00448153,0.00971887,0.0218325,0.0684962,0.000102032,0.532066,0.99493,1,40.9689,0.305496,0.322468,28.3733,3.43296,64.3257,1.54604,180.055,2.64312,260.752,0.326859,296.516,0.889646,0.211047,0.405611,0.20976,0.401923
0.0480479,0.856088,0.000417983,0.000309464,0.000578608,0.000994973,0.00147632,0.00189933,0.003619,0.00730747,0.0161899,0.0526135,7.36955e-05,0.496222,0.906103,1,75.3778,0.52115,0.261391,29.0724,0.532173,63.8802,0.956437,179.444,0.555483,259.027,0.678518,298.541,1.76427,0.214053,0.414174,0.234287,0.453134
0.0509925,0.842138,0.000683124,0.000612294,0.000963758,0.000992977,0.00139986,0.00188918,0.00343515,0.00720696,0.0159364,0.0499919,7.80029e-05,0.340477,0.992975,1,44.0898,0.444553,0.277263,28.0867,0.660262,65.334,1.03352,179.942,2.32183,261.943,0.441992,297.612,0.654085,0.195915,0.393241,0.213263,0.4122
0.0550573,0.798604,0.000729614,0.000711625,0.00112245,0.00110004,0.00154348,0.00207191,0.00371068,0.00779674,0.0170337,0.0558968,0.000106378,0.309523,0.98646,1,45.9387,0.326986,0.286331,27.8602,0.84315,67.3543,0.493913,180.243,0.785996,258.812,0.90893,299.587,0.340758,0.194702,0.396647,0.212997,0.409529
0.0568709,0.724656,0.000524051,0.000462628,0.000704657,0.000981764,0.00141463,0.00190105,0.00350113,0.00708852,0.0150145,0.0461136,7.92603e-05,0.355342,0.906924,1,61.1318,0.357681,0.265936,28.2886,2.00868,63.1748,2.66217,178.37,1.12955,261.826,0.343119,296.31,3.73176,0.19468,0.381659,0.187974,0.39881
0.0529105,0.809148,0.000689201,0.00070004,0.00108659,0.00115631,0.00165922,0.00220062,0.00402852,0.00848677,0.0195621,0.0650894,9.49184e-05,0.311815,0.993985,1,45.2077,0.350312,0.286322,29.0185,1.0153,65.0343,1.02269,180.964,1.07996,258.551,0.256038,298.304,0.436903,0.21141,0.421696,0.219026,0.425321
0.0583837,0.765352,0.000281669,0.000230948,0.000389706,0.00116028,0.00157414,0.00215923,0.004104,0.0071898,0.0155809,0.0484605,7.69385e-05,0.579078,0.8204,1,54.2247,0.368493,0.276307,27.8154,0.679036,64.0713,2.28785,175.344,1.09203,260.03,0.421393,297.213,0.835274,0.191758,0.373596,0.201944,0.379421
0.0519608,0.720776,0.000369395,0.000392186,0.000553292,0.000835554,0.00113677,0.00160176,0.00284111,0.00589577,0.0136348,0.0421445,8.38223e-05,0.414211,0.968506,1,45.0912,0.400574,0.261453,28.4192,0.502815,63.288,1.20186,181.057,1.60119,260.383,0.85433,297.792,2.048,0.211403,0.391196,0.231611,0.441947
0.0503036,0.739276,0.000717031,0.000574951,0.000805114,0.00106314,0.0014755,0.0019683,0.00356079,0.00753827,0.0158998,0.053046,8.87047e-05,0.383666,0.952354,1,59.0531,0.352702,0.247333,28.1932,0.876877,63.8651,3.49693,179.921,0.601099,259.592,0.269178,295.785,1.00136,0.188433,0.387654,0.178319,0.391485
0.0608094,0.785682,0.000396019,0.000287354,0.000507416,0.0010707,0.00137509,0.00187779,0.00354938,0.00724574,0.0152751,0.049311,9.3227e-05,0.552032,0.924222,1,46.7503,0.335238,0.312172,27.3234,0.472579,65.4814,0.316363,179.949,0.295815,259.255,0.59525,297.69,0.44725,0.190645,0.387641,0.206698,0.433586
0.0563442,0.762718,0.000437323,0.000317121,0.000613359,0.00100002,0.00144127,0.00191492,0.00345722,0.00681129,0.0150966,0.0443438,9.27143e-05,0.458241,0.898601,1,48.7476,0.347457,0.274517,28.0037,0.961733,63.2658,0.49721,177.523,0.253131,260.145,0.861566,298.043,2.24908,0.190675,0.385047,0.208141,0.412975
0.055368,0.743641,0.000450417,0.000474688,0.000645804,0.000930732,0.0012154,0.00168826,0.00292701,0.00635127,0.0132154,0.0426361,0.000119906,0.389874,0.947882,1,58.5949,0.32121,0.276268,28.5684,1.01768,63.5539,2.54915,180.304,0.251203,259.959,0.341635,295.28,1.4945,0.202347,0.416883,0.210295,0.433495
0.0522752,0.708887,0.000520568,0.00045091,0.000670616,0.000924636,0.00133323,0.0017791,0.0032386,0.00690691,0.0153009,0.0491831,9.45951e-05,0.421674,0.973398,1,56.0728,0.353906,0.265181,28.4711,0.571146,60.7264,1.15961,177.78,0.921633,262.328,0.472511,298.105,0.635802,0.209885,0.397473,0.215268,0.434024
0.052977,0.706648,0.000498767,0.00040414,0.000657231,0.000877425,0.00127199,0.00169823,0.00303386,0.00658412,0.0146624,0.0466966,9.36163e-05,0.420346,0.965551,1,57.6863,0.353357,0.266027,28.3841,0.559007,60.8281,1.11098,177.835,0.944313,262.299,0.551161,297.763,0.663155,0.209236,0.398249,0.216896,0.442708
0.0519127,0.892657,0.000498002,0.000379545,0.000706742,0.00112335,0.00160182,0.00212822,0.00409908,0.00834407,0.0182335,0.0569101,9.09423e-05,0.457036,0.957246,1,50.931,0.414141,0.29403,28.291,3.45128,66.0464,0.762562,180.979,0.707739,260.156,0.3196,294.89,0.984642,0.205901,0.413293,0.206124,0.42249
0.0618145,0.831041,0.000546548,0.000625416,0.000798985,0.00148821,0.00195813,0.00263,0.0048483,0.0101952,0.0230214,0.0731481,5.82009e-05,0.487226,0.974018,1,53.801,0.356987,0.338498,28.2433,0.868561,64.7663,0.458489,183.581,0.446149,261.424,0.686985,295.774,0.657509,0.199535,0.38247,0.188828,0.394374
0.0584522,0.784124,0.000454735,0.000444661,0.000707561,0.00119837,0.00167097,0.00216411,0.00425024,0.00936081,0.0194864,0.0642213,7.18488e-05,0.501246,0.961865,1,57.8523,0.350093,0.307576,27.7243,0.55394,64.3976,0.565199,183.933,1.19292,260.082,0.345929,295.92,0.540613,0.198198,0.38606,0.193014,0.375655
0.0570661,0.764161,0.000641192,0.000520117,0.000729509,0.0013276,0.00173122,0.00237873,0.00427324,0.00931163,0.0214986,0.0669337,7.51032e-05,0.487518,0.981265,1,52.1862,0.332681,0.301142,27.8773,0.487531,63.4112,0.985808,182.421,1.23643,261.696,0.295557,294.696,0.531694,0.197765,0.389482,0.16944,0.392441
0.0610291,0.832594,0.000771064,0.000496757,0.000858808,0.00133368,0.00192848,0.00260803,0.00489571,0.0103981,0.0225478,0.0754437,8.3809e-05,0.474189,0.972914,1,57.0561,0.328471,0.337012,27.7597,0.811903,64.3408,1.93187,181.114,2.3491,262.449,0.255372,292.29,0.351171,0.203429,0.402046,0.16681,0.386263
0.0541368,0.787743,0.000853691,0.00102237,0.0013641,0.00141271,0.00191921,0.00263126,0.00461582,0.00964598,0.0222981,0.073965,8.29195e-05,0.311248,0.943753,1,57.3221,0.339773,0.281018,29.5411,2.47821,63.8946,2.68433,179.469,0.521804,263.348,0.309326,296.932,0.427077,0.220237,0.415659,0.191782,0.408568
0.0611423,0.813827,0.00076356,0.000649112,0.00107171,0.00118898,0.00168363,0.0021983,0.00420576,0.00886385,0.0192248,0.063239,7.61335e-05,0.358182,0.982287,1,45.2816,0.332107,0.322863,28.1776,1.18463,64.0165,2.67057,179.502,0.449031,260.078,0.412793,294.756,1.52866,0.187933,0.39034,0.188762,0.406821
0.0538489,0.841887,0.000341907,0.000285363,0.000473719,0.000861837,0.00113393,0.00155058,0.00302551,0.0061426,0.0129293,0.0393671,0.000105402,0.508597,0.919511,1,64.4014,0.412107,0.292014,28.3758,0.790779,62.7292,1.13594,178.885,0.627447,259.732,2.45202,295.87,0.812278,0.21311,0.422352,0.261453,0.463052
0.0617994,0.712049,0.000933549,0.00069037,0.00130218,0.00109657,0.00152695,0.00197424,0.00363083,0.00722106,0.0158338,0.0497968,7.14484e-05,0.282666,0.950259,1,51.52,0.332136,0.289023,27.777,1.4546,62.9039,1.91354,180.409,0.424201,259.702,0.383651,293.182,1.25965,0.1895,0.373175,0.197728,0.349418
0.0604507,0.727264,0.000519454,0.000444365,0.000773735,0.000959556,0.00134634,0.00173559,0.00318184,0.00623181,0.0140687,0.0446734,9.70488e-05,0.359693,0.935275,1,52.4664,0.326542,0.290966,27.8832,0.402391,63.585,1.52404,178.702,3.36946,262.536,0.367502,296.38,0.979474,0.199384,0.388724,0.205045,0.431941
0.046544,0.828708,0.000329339,0.000285031,0.000506444,0.000982072,0.00139202,0.00193871,0.00350408,0.00722376,0.0163898,0.0526304,0.000102999,0.545684,0.938853,1,56.3049,0.413658,0.251987,27.9352,1.0224,65.7008,0.833091,179.621,0.453753,258.459,0.282892,298.391,2.53855,0.193528,0.408325,0.193422,0.437846
0.0590146,0.799296,0.000389351,0.000398157,0.000555883,0.00116934,0.0015886,0.00211473,0.0038399,0.0079366,0.0178695,0.0554597,8.36033e-05,0.516899,0.941795,1,51.2577,0.341565,0.31511,28.569,0.8764,62.2668,1.64842,178.377,3.9109,259.824,1.47696,293.582,0.618728,0.20447,0.400611,0.221225,0.396267
0.0642501,0.814679,0.000736427,0.000467863,0.00097357,0.00160396,0.00223438,0.00306079,0.00580788,0.0122296,0.0264037,0.0864874,6.76917e-05,0.474817,0.948527,1,58.4631,0.316237,0.344597,28.3765,0.929695,63.5033,1.08823,179.275,1.26716,259.196,1.06253,300.685,0.332744,0.200583,0.394178,0.202802,0.416403
0.0673654,0.842204,0.000474325,0.000559706,0.000811967,0.00139485,0.0019383,0.00258474,0.00494779,0.00970066,0.0218651,0.0691178,8.66356e-05,0.489537,0.927324,1,67.4967,0.327211,0.362147,27.2251,0.489725,63.1295,1.54605,176.784,1.5157,260.698,0.403234,297.261,2.39713,0.199366,0.392396,0.210604,0.42409
0.06775,0.839162,0.000520519,0.000451849,0.000765343,0.00143611,0.00189966,0.00270446,0.00475431,0.00991271,0.0219816,0.0680258,6.81114e-05,0.502742,0.943854,1,49.6033,0.340759,0.369543,27.7246,0.407001,62.3037,2.66399,176.199,1.61848,261.774,1.8048,297.709,1.08841,0.198691,0.3854,0.215389,0.416618
0.0642032,0.73622,0.000454728,0.000396454,0.000677413,0.00116645,0.00157334,0.00217595,0.00379515,0.00802614,0.0176662,0.0564663,8.68653e-05,0.462386,0.950262,1,60.7316,0.30276,0.314973,26.9666,0.537873,63.8981,0.971774,178.951,1.04248,259.414,0.605048,297.849,1.5755,0.182794,0.368025,0.200632,0.395983
0.0567202,0.649365,0.000451243,0.000372458,0.000569708,0.00103013,0.00141803,0.00186835,0.00365592,0.00733714,0.016112,0.0506517,7.13117e-05,0.470517,0.927544,1,38.9341,0.346824,0.261578,27.5189,0.411639,60.4438,1.53027,177.876,2.09951,259.893,1.02425,299.9,1.74628,0.196182,0.361099,0.209638,0.387751
0.0543383,0.658098,0.000415422,0.000405556,0.000577477,0.000985206,0.00140261,0.00182999,0.00331075,0.00697814,0.0153026,0.0481229,8.08709e-05,0.472304,0.948161,1,45.3014,0.339454,0.254847,27.2823,0.409621,60.6657,1.77983,178.554,2.52647,258.993,1.2427,299.671,1.54427,0.190058,0.367831,0.203818,0.402893
0.0565356,0.832293,0.000527199,0.000476739,0.000889992,0.00123382,0.00178218,0.00245515,0.00439128,0.00917865,0.0199001,0.0651376,9.20975e-05,0.461239,0.928508,1,79.3637,0.343125,0.308475,29.3882,4.66062,64.3632,1.38876,180.204,1.65417,261.62,1.8009,296.024,1.47221,0.223567,0.425774,0.216491,0.440521
0.0554373,0.846839,0.000602437,0.00054994,0.000739414,0.00135266,0.00181243,0.00244107,0.00457288,0.00969468,0.0207251,0.0673081,9.10296e-05,0.426813,0.945074,1,67.2599,0.352293,0.309807,29.8593,3.13625,65.5034,1.42535,179.916,1.15961,260.781,0.905522,297.148,1.36314,0.232882,0.434882,0.233074,0.434239
0.0587503,0.819845,0.0004643,0.000524941,0.000824629,0.00140508,0.00182988,0.00243497,0.00457133,0.00931195,0.0208616,0.0688931,9.41366e-05,0.430811,0.936355,1,62.0023,0.320332,0.317006,29.3124,2.27656,63.9881,1.11444,180.996,0.921206,259.486,3.30559,295.404,1.40719,0.220936,0.427759,0.21631,0.426475
0.06239,0.765807,0.000462194,0.000471073,0.000651429,0.00104449,0.00151325,0.0020438,0.00393573,0.00831901,0.018386,0.0573697,9.02883e-05,0.46997,0.983285,1,64.7513,0.317102,0.334774,28.1086,0.503453,62.8172,5.36949,182.113,3.85288,257.996,0.265476,297.865,1.2888,0.215682,0.413945,0.235617,0.445196
0.0533889,0.751183,0.000410975,0.000396354,0.000589522,0.00125926,0.00173692,0.00248518,0.00444251,0.00898831,0.0199989,0.0667542,7.75506e-05,0.5541,0.899614,1,52.9562,0.346582,0.266287,28.4168,1.63211,64.3452,0.462563,176.914,0.301881,261.408,0.777252,295.105,0.464529,0.193453,0.380047,0.17354,0.361974
0.0528223,0.74666,0.000484757,0.000349465,0.000634006,0.00139208,0.00184134,0.00259011,0.00471986,0.00954067,0.0210256,0.0710885,7.44722e-05,0.533244,0.902802,1,54.9577,0.335655,0.260679,28.2364,1.34462,63.8184,0.50916,176.413,0.284894,261.832,1.60971,296.758,1.34093,0.187868,0.376301,0.168134,0.364139
0.054313,0.855463,0.000564704,0.000551353,0.000956722,0.00149597,0.00226148,0.00278235,0.00511768,0.0102627,0.0226957,0.0743788,6.19732e-05,0.465256,0.894369,1,43.1827,0.426154,0.287979,28.7598,2.37866,62.5735,0.709391,175.676,5.42443,260.846,0.289092,296.637,0.498372,0.199483,0.394094,0.200612,0.382457
0.0584071,0.887151,0.000538129,0.000530178,0.000774132,0.00132725,0.00177467,0.0024973,0.00436767,0.00883768,0.019667,0.0641429,7.81848e-05,0.453293,0.926505,1,41.9388,0.393856,0.320223,28.0857,2.78766,63.0353,0.845339,175.597,1.4513,261.865,0.315272,298.086,1.65989,0.192806,0.395822,0.206123,0.435649
0.0454741,0.743287,0.000442861,0.000409848,0.00063392,0.000907165,0.00126381,0.0017289,0.0031154,0.00663456,0.0144258,0.045758,9.55993e-05,0.431354,0.962219,1,63.672,0.415746,0.235658,29.1064,0.808031,64.0243,1.55011,176.856,1.15033,264.357,0.31396,292.941,1.34823,0.213309,0.40474,0.175864,0.401475
0.0536561,0.789162,0.000552694,0.000487049,0.000770026,0.00110282,0.00147602,0.00200586,0.00352461,0.00735733,0.01611,0.0511735,9.40494e-05,0.378297,0.937831,1,52.3282,0.369379,0.269996,27.6577,0.86177,62.7885,0.852468,177.667,0.613975,262.977,0.378457,294.477,0.639377,0.183513,0.392101,0.164876,0.401928
